tx_x,tx_y,rx_x,rx_y,tx_z,rx_z,n_path,link state,path_loss_1,delay_1,aoa_1,aod_1,path_loss_2,delay_2,aoa_2,aod_2,path_loss_3,delay_3,aoa_3,aod_3,path_loss_4,delay_4,aoa_4,aod_4,path_loss_5,delay_5,aoa_5,aod_5,path_loss_6,delay_6,aoa_6,aod_6,path_loss_7,delay_7,aoa_7,aod_7,path_loss_8,delay_8,aoa_8,aod_8,path_loss_9,delay_9,aoa_9,aod_9,path_loss_10,delay_10,aoa_10,aod_10,path_loss_11,delay_11,aoa_11,aod_11,path_loss_12,delay_12,aoa_12,aod_12,path_loss_13,delay_13,aoa_13,aod_13,path_loss_14,delay_14,aoa_14,aod_14,path_loss_15,delay_15,aoa_15,aod_15,path_loss_16,delay_16,aoa_16,aod_16,path_loss_17,delay_17,aoa_17,aod_17,path_loss_18,delay_18,aoa_18,aod_18,path_loss_19,delay_19,aoa_19,aod_19,path_loss_20,delay_20,aoa_20,aod_20,path_loss_21,delay_21,aoa_21,aod_21,path_loss_22,delay_22,aoa_22,aod_22,path_loss_23,delay_23,aoa_23,aod_23,path_loss_24,delay_24,aoa_24,aod_24,path_loss_25,delay_25,aoa_25,aod_25
314.825,448.937,35.0,5.0,110.0,1.6,6.0,1.0,112.178,1.78797e-06,57.7756,-122.224,140.643,1.78937e-06,56.0258,-119.163,157.644,1.80106e-06,57.8175,-128.094,188.644,1.99786e-06,58.2364,-127.131,198.406,1.80284e-06,41.2358,-119.87,199.158,1.82318e-06,56.4663,-120.589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314.825,448.937,45.0,5.0,110.0,11.7339,25.0,1.0,112.061,1.76418e-06,58.7087,-121.291,119.811,1.76889e-06,66.8823,-123.504,126.569,1.76617e-06,58.8751,-121.294,130.161,1.77086e-06,67.0284,-123.504,137.712,1.76486e-06,57.4716,-119.163,137.784,1.76916e-06,69.5042,-123.06,140.946,1.77089e-06,68.0317,-123.273,142.164,1.76618e-06,54.7465,-119.349,143.309,1.7693e-06,65.0592,-124.388,148.251,1.77112e-06,69.6406,-123.06,148.528,1.77787e-06,75.1767,-119.349,153.895,1.77127e-06,65.2119,-124.388,155.369,1.80356e-06,63.7942,-150.145,156.736,1.81476e-06,54.3257,-150.145,156.994,1.76685e-06,57.6377,-119.163,157.655,1.77771e-06,58.7416,-125.893,158.284,1.77379e-06,74.2269,-122.86,161.452,1.77348e-06,72.0992,-122.735,161.947,1.77327e-06,75.3313,-122.577,165.38,1.76817e-06,54.9111,-119.349,165.676,1.8055e-06,63.9502,-150.145,165.902,1.79304e-06,44.9392,-124.388,167.697,1.77955e-06,58.8949,-125.891,168.445,1.84661e-06,58.6992,-121.07,171.793,1.84888e-06,58.5096,-120.982
314.825,448.937,50.0,5.0,110.0,11.7078,25.0,1.0,112.019,1.75574e-06,59.1823,-120.818,113.135,1.76253e-06,67.3606,-124.019,129.878,1.75752e-06,58.8248,-120.807,133.95,1.7626e-06,66.5971,-124.388,135.766,1.75616e-06,58.2126,-119.163,140.751,1.76278e-06,69.2917,-123.504,143.909,1.76393e-06,73.2283,-123.06,149.97,1.76513e-06,70.944,-123.273,151.262,1.76476e-06,69.4348,-123.504,151.702,1.77391e-06,76.7193,-119.349,152.401,1.7569e-06,56.1367,-119.349,154.411,1.7659e-06,73.3592,-123.06,155.352,1.79641e-06,64.3694,-150.145,160.432,1.78156e-06,46.0973,-124.388,162.12,1.77586e-06,76.8533,-119.349,164.522,1.76902e-06,72.2974,-122.996,165.428,1.76926e-06,59.2105,-124.751,168.398,1.83805e-06,59.1458,-119.976,169.403,1.79556e-06,44.1784,-123.831,171.739,1.84022e-06,58.9527,-119.893,178.102,1.79144e-06,38.3233,-123.504,182.626,3.20599e-06,83.9801,-18.2131,184.751,1.82135e-06,64.1875,-167.764,191.535,2.05897e-06,55.779,-169.621,193.962,2.059e-06,55.779,-169.616
314.825,448.937,35.0,10.0,110.0,1.6,8.0,1.0,112.11,1.77418e-06,57.4822,-122.518,141.329,1.77586e-06,55.5407,-119.163,156.037,1.77868e-06,58.6878,-122.707,157.572,1.78722e-06,57.5273,-128.785,158.379,1.7787e-06,58.3028,-122.713,160.393,1.89588e-06,56.1615,-119.163,199.393,1.80931e-06,56.1741,-120.899,212.368,1.81122e-06,55.952,-120.837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314.825,448.937,45.0,10.0,110.0,11.7647,25.0,1.0,111.991,1.75018e-06,58.4199,-121.58,122.74,1.75218e-06,58.588,-121.583,128.617,1.75577e-06,66.8114,-123.273,130.101,1.75385e-06,65.8278,-123.504,132.566,1.75386e-06,68.0512,-123.06,138.642,1.75106e-06,56.9969,-119.163,140.836,1.75584e-06,65.9763,-123.504,143.287,1.75286e-06,53.7568,-119.349,144.403,1.75634e-06,69.03,-119.163,146.579,1.75446e-06,64.3334,-124.388,148.063,1.76202e-06,74.7449,-119.349,150.658,1.75307e-06,57.1647,-119.163,155.0,1.75832e-06,69.1818,-119.163,155.273,1.78884e-06,63.5096,-150.145,156.355,1.76041e-06,71.334,-122.618,157.274,1.75645e-06,64.4883,-124.388,157.584,1.76367e-06,58.4561,-126.583,164.832,1.75486e-06,53.9233,-119.349,165.68,1.7908e-06,63.6673,-150.145,167.319,1.76552e-06,58.6109,-126.58,168.118,1.81298e-06,23.6673,-123.06,171.398,1.79479e-06,34.9022,-123.504,172.229,1.93762e-06,62.691,-152.96,174.747,2.06467e-06,70.5238,-169.621,176.03,1.81496e-06,23.8215,-123.06
314.825,448.937,50.0,10.0,110.0,11.7386,25.0,1.0,111.949,1.74167e-06,58.896,-121.104,135.419,1.74748e-06,68.3244,-123.504,136.918,1.74224e-06,57.7436,-119.163,138.642,1.74758e-06,65.9047,-124.388,141.966,1.74827e-06,72.0005,-123.06,151.239,1.75794e-06,76.329,-119.349,151.59,1.74335e-06,55.1643,-119.349,155.258,1.78162e-06,64.0892,-150.145,162.547,1.75252e-06,72.5016,-122.831,164.818,1.76985e-06,44.9367,-124.388,165.425,1.75514e-06,58.9274,-125.438,166.902,1.75265e-06,72.4283,-122.829,167.047,1.75394e-06,72.7821,-122.953,168.319,1.82381e-06,58.8756,-120.638,171.682,1.82595e-06,58.6826,-120.556,172.908,1.79187e-06,54.4731,-150.145,178.744,1.78147e-06,36.3697,-123.504,182.54,3.18948e-06,83.9001,-18.2131,185.619,1.80658e-06,63.9249,-167.764,188.225,3.19051e-06,83.3644,-18.2131,189.94,1.75402e-06,74.9331,-122.819,192.643,1.81613e-06,54.9643,-167.764,194.94,3.7786e-06,64.989,171.09,195.579,1.95265e-06,59.2399,-124.71,200.379,1.87777e-06,37.4583,-125.967
314.825,448.937,50.0,15.0,110.0,11.7694,25.0,1.0,111.878,1.72764e-06,58.6049,-121.395,125.248,1.73229e-06,67.2672,-123.504,137.936,1.7284e-06,57.2621,-119.163,139.311,1.73273e-06,70.5862,-123.06,142.373,1.73264e-06,65.1728,-124.388,143.574,1.73422e-06,67.6519,-123.273,146.168,1.74058e-06,66.8833,-123.598,147.697,1.73017e-06,56.4449,-119.163,148.695,1.74201e-06,75.9723,-119.349,152.537,1.72996e-06,54.1421,-119.349,155.162,1.76687e-06,63.8033,-150.145,157.443,1.74108e-06,58.6396,-126.135,158.324,1.79395e-06,72.8721,-150.145,161.095,1.73662e-06,72.278,-122.787,161.931,1.73682e-06,75.6355,-122.707,163.731,1.7915e-06,21.8369,-123.06,167.375,1.77853e-06,54.096,-150.145,171.625,1.81172e-06,58.4081,-121.228,171.683,1.75837e-06,43.7267,-124.388,175.855,1.73792e-06,74.7338,-122.781,176.56,1.76136e-06,18.0446,-119.815,180.22,1.77197e-06,34.2691,-123.504,184.297,1.80753e-06,76.2749,-128.969,186.63,1.79184e-06,63.6574,-167.764,187.269,1.93849e-06,58.9845,-125.332
314.825,448.937,40.0,20.0,110.0,1.6,9.0,1.0,111.93,1.73787e-06,57.3518,-122.648,128.696,1.73791e-06,55.8798,-122.568,155.793,1.74249e-06,58.3288,-122.816,156.32,1.74249e-06,58.3261,-122.825,157.354,1.7508e-06,57.3992,-129.082,158.27,1.74248e-06,57.9406,-122.82,163.816,1.74249e-06,58.6153,-122.829,188.916,1.94732e-06,57.873,-128.0,199.789,2.04644e-06,55.8332,-105.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314.825,448.937,50.0,20.0,110.0,11.8467,25.0,1.0,111.807,1.71364e-06,58.3088,-121.691,122.92,1.71561e-06,57.5701,-121.68,123.554,1.71716e-06,67.1355,-123.273,127.364,1.7172e-06,66.1079,-123.504,135.056,1.71731e-06,68.9416,-123.06,135.735,1.71918e-06,66.4478,-123.273,138.239,1.71921e-06,65.4067,-123.504,138.852,1.71462e-06,56.7676,-119.163,145.879,1.71778e-06,64.3981,-124.388,148.233,1.72609e-06,75.5353,-119.349,149.853,1.71658e-06,56.0402,-119.163,152.546,1.71673e-06,53.0668,-119.349,154.523,1.71867e-06,52.3703,-119.349,155.064,1.75213e-06,63.5115,-150.145,155.065,1.72115e-06,74.0656,-122.885,157.371,1.72703e-06,58.3469,-126.841,159.202,1.72076e-06,71.97,-122.743,160.365,1.7207e-06,75.178,-122.645,164.508,1.7858e-06,18.5028,-123.06,164.815,1.72371e-06,65.2382,-122.677,165.341,1.72185e-06,74.5254,-122.742,166.086,1.75409e-06,62.782,-150.145,167.573,1.72885e-06,57.6652,-126.805,172.705,1.78221e-06,32.8914,-119.349,174.02,1.7737e-06,26.0378,-123.273
314.825,448.937,55.0,25.0,110.0,11.9753,25.0,1.0,111.691,1.69103e-06,58.4964,-121.504,121.703,1.69321e-06,57.4579,-121.482,130.144,1.69564e-06,67.7485,-123.504,134.862,1.69579e-06,69.3001,-123.273,139.424,1.69188e-06,57.0373,-119.163,141.318,1.69591e-06,65.3035,-124.388,143.462,1.69868e-06,69.793,-119.163,144.211,1.6979e-06,66.6307,-123.504,148.539,1.69807e-06,68.2187,-123.273,150.784,1.69406e-06,55.7838,-119.163,151.057,1.70619e-06,76.8212,-119.349,151.322,1.69816e-06,64.2392,-124.388,153.234,1.69373e-06,53.4482,-119.349,154.228,1.69816e-06,64.1301,-124.388,154.951,1.7301e-06,63.813,-150.145,155.372,1.69588e-06,52.2154,-119.349,157.227,1.70437e-06,58.533,-126.388,158.995,1.75767e-06,72.9103,-150.145,159.098,1.75767e-06,73.1485,-150.145,164.778,1.76519e-06,16.0099,-123.06,164.979,1.73228e-06,62.7418,-150.145,166.369,1.70637e-06,57.5825,-126.326,168.034,1.77256e-06,58.499,-121.561,169.459,1.70122e-06,72.7611,-122.977,175.464,1.75948e-06,32.3886,-119.349
