tx_x,tx_y,tx_z,rx_x,rx_y,rx_z,n_path,link state,path_loss_1,delay_1,aoa_1,aod_1,path_loss_2,delay_2,aoa_2,aod_2,path_loss_3,delay_3,aoa_3,aod_3,path_loss_4,delay_4,aoa_4,aod_4,path_loss_5,delay_5,aoa_5,aod_5,path_loss_6,delay_6,aoa_6,aod_6,path_loss_7,delay_7,aoa_7,aod_7,path_loss_8,delay_8,aoa_8,aod_8,path_loss_9,delay_9,aoa_9,aod_9,path_loss_10,delay_10,aoa_10,aod_10,path_loss_11,delay_11,aoa_11,aod_11,path_loss_12,delay_12,aoa_12,aod_12,path_loss_13,delay_13,aoa_13,aod_13,path_loss_14,delay_14,aoa_14,aod_14,path_loss_15,delay_15,aoa_15,aod_15,path_loss_16,delay_16,aoa_16,aod_16,path_loss_17,delay_17,aoa_17,aod_17,path_loss_18,delay_18,aoa_18,aod_18,path_loss_19,delay_19,aoa_19,aod_19,path_loss_20,delay_20,aoa_20,aod_20,path_loss_21,delay_21,aoa_21,aod_21,path_loss_22,delay_22,aoa_22,aod_22,path_loss_23,delay_23,aoa_23,aod_23,path_loss_24,delay_24,aoa_24,aod_24,path_loss_25,delay_25,aoa_25,aod_25
334.43,212.85,22.0,405.0,0.0,1.6,15.0,1.0,107.156,7.51328e-07,108.343,-71.6572,118.653,7.51333e-07,108.365,-71.6816,140.132,1.28384e-06,86.8447,-93.2793,144.097,8.71793e-07,44.9301,-57.9287,147.248,7.58549e-07,109.559,-72.0196,165.953,1.11785e-06,47.6912,-34.4014,173.737,9.95469e-07,79.3689,-14.5375,174.184,1.13761e-06,60.6419,-30.313,178.099,1.1696e-06,60.6419,-9.16667,179.112,1.16722e-06,55.0942,-14.4595,186.964,1.33244e-06,58.4948,159.179,199.311,1.36115e-06,55.0942,-29.855,207.901,1.22753e-06,108.36,114.414,212.496,9.91029e-07,91.5705,14.5045,216.218,1.00323e-06,90.3798,26.0106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334.43,212.85,22.0,410.0,0.0,1.6,21.0,1.0,107.219,7.56723e-07,109.547,-70.4532,120.738,7.56733e-07,109.58,-70.4887,132.21,7.56917e-07,109.416,-70.3126,140.242,1.28303e-06,87.5904,-92.5351,142.549,7.58739e-07,109.534,-70.4393,145.179,8.60243e-07,45.958,-58.6734,146.254,1.06071e-06,95.7925,-41.7177,156.553,1.28481e-06,86.4284,-92.2616,172.1,1.09986e-06,58.466,159.179,173.423,9.92612e-07,80.8675,-14.5375,178.668,1.19712e-06,61.3038,-7.53634,178.758,1.15786e-06,56.5693,-14.4595,181.906,1.32314e-06,59.5712,159.179,186.147,2.36454e-06,65.1049,163.564,193.774,1.64198e-06,22.6192,-53.3366,206.015,9.71316e-07,95.9902,25.0928,206.683,1.26992e-06,61.2124,-172.868,208.355,7.74021e-07,107.845,-69.782,209.253,7.73882e-07,106.685,-69.0721,210.538,2.36506e-06,65.1679,163.572,212.261,9.91625e-07,92.5368,13.5389,,,,,,,,,,,,,,,,
334.43,212.85,22.0,415.0,0.0,1.6,13.0,1.0,107.285,7.62445e-07,110.733,-69.2669,114.652,8.33475e-07,114.877,-171.465,131.694,7.62613e-07,110.606,-69.1345,141.986,7.64442e-07,110.733,-69.2665,145.473,1.06253e-06,96.8486,-40.8409,146.297,8.48972e-07,47.1718,-59.4266,171.441,7.75004e-07,117.157,-70.1942,171.838,1.0914e-06,60.4553,159.179,173.105,9.90187e-07,82.3788,-14.5375,173.287,8.29519e-07,104.362,-1.82731,193.851,1.62663e-06,23.2439,-53.3366,207.464,1.26213e-06,63.0435,-172.868,212.026,9.92501e-07,93.4929,12.5548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334.43,212.85,22.0,420.0,0.0,1.6,16.0,1.0,107.354,7.68486e-07,111.901,-68.0989,116.056,8.40607e-07,115.912,-172.5,131.088,8.4107e-07,115.698,-172.82,131.123,7.6863e-07,111.779,-67.9752,131.949,8.40628e-07,115.952,-172.46,141.34,7.70466e-07,111.915,-68.1126,147.505,8.38071e-07,48.743,-60.18,148.455,1.01248e-06,58.4282,-54.5076,152.972,7.71261e-07,111.967,-68.1148,153.762,2.50987e-06,96.9539,-42.4705,161.034,8.9248e-07,102.855,18.4554,161.397,1.28232e-06,88.9279,-90.9408,166.662,7.71241e-07,111.921,-68.0876,173.722,1.11482e-06,65.1279,-30.313,193.939,1.61135e-06,23.9019,-53.3366,208.345,1.25483e-06,64.936,-172.868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334.43,212.85,22.0,465.0,0.0,1.6,9.0,1.0,108.09,8.35979e-07,121.526,-58.4735,148.747,9.36372e-07,112.062,9.71212,153.971,9.3645e-07,112.055,9.67586,168.469,8.44024e-07,118.544,-57.8895,169.083,8.42797e-07,118.764,-57.8375,172.333,1.19732e-06,134.201,-125.948,185.047,8.88636e-07,159.114,-68.1693,190.47,8.44248e-07,118.536,-57.9081,219.639,1.88618e-06,13.7272,27.3847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334.43,212.85,22.0,510.0,0.0,1.6,13.0,1.0,108.957,9.23169e-07,129.518,-50.4824,117.09,9.2317e-07,129.519,-50.4849,133.244,1.08515e-06,122.956,122.867,139.781,1.08515e-06,122.958,122.813,173.713,1.32055e-06,97.4005,-171.33,173.922,1.01684e-06,120.938,6.70463,175.585,1.18344e-06,103.592,-177.178,175.904,1.11942e-06,103.934,135.118,181.596,1.09107e-06,121.665,127.953,183.787,9.30137e-07,129.378,-50.2664,204.259,1.0564e-06,133.976,-43.5756,207.764,1.75202e-06,96.3165,158.273,216.175,3.23477e-06,69.3471,-82.9317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334.43,212.85,22.0,590.0,0.0,1.6,8.0,1.0,110.586,1.11187e-06,140.211,-39.789,131.428,1.11195e-06,140.212,-39.7911,147.781,1.11526e-06,135.209,-35.7869,150.7,1.11895e-06,132.46,-34.4014,153.837,1.12128e-06,132.707,-32.4062,180.883,1.55751e-06,106.121,16.9446,186.846,1.2235e-06,137.587,136.451,216.661,1.63025e-06,155.969,-68.3114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334.43,212.85,22.0,595.0,0.0,1.6,6.0,1.0,110.686,1.12472e-06,140.756,-39.2441,131.835,1.1248e-06,140.757,-39.2456,146.642,1.12721e-06,136.538,-35.7869,149.882,1.13036e-06,133.961,-34.4014,183.032,1.40912e-06,133.982,-34.4014,216.712,1.64549e-06,156.206,-68.0743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334.43,212.85,22.0,600.0,0.0,1.6,8.0,1.0,110.787,1.13766e-06,141.288,-38.7116,128.102,1.13769e-06,141.272,-38.6911,132.221,1.13775e-06,141.289,-38.7124,145.328,1.13942e-06,137.805,-35.7869,148.986,1.14207e-06,135.39,-34.4014,180.614,1.5671e-06,107.297,15.7779,200.245,1.37083e-06,135.472,139.634,216.765,1.66076e-06,156.439,-67.8416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334.43,212.85,22.0,850.0,0.0,1.6,9.0,1.0,115.117,1.8624e-06,157.567,-22.433,122.697,1.95343e-06,157.293,146.121,143.139,1.9535e-06,156.894,145.556,149.196,1.8806e-06,160.315,-14.5375,149.641,1.88059e-06,160.44,-14.5375,151.274,1.95392e-06,157.552,147.218,156.034,1.88106e-06,162.763,-21.4573,164.47,1.86393e-06,157.582,-22.4595,171.381,1.86399e-06,157.562,-22.4152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
