tx_x,tx_y,tx_z,rx_x,rx_y,rx_z,n_path,link state,path_loss_1,delay_1,aoa_1,aod_1,path_loss_2,delay_2,aoa_2,aod_2,path_loss_3,delay_3,aoa_3,aod_3,path_loss_4,delay_4,aoa_4,aod_4,path_loss_5,delay_5,aoa_5,aod_5,path_loss_6,delay_6,aoa_6,aod_6,path_loss_7,delay_7,aoa_7,aod_7,path_loss_8,delay_8,aoa_8,aod_8,path_loss_9,delay_9,aoa_9,aod_9,path_loss_10,delay_10,aoa_10,aod_10,path_loss_11,delay_11,aoa_11,aod_11,path_loss_12,delay_12,aoa_12,aod_12,path_loss_13,delay_13,aoa_13,aod_13,path_loss_14,delay_14,aoa_14,aod_14,path_loss_15,delay_15,aoa_15,aod_15,path_loss_16,delay_16,aoa_16,aod_16,path_loss_17,delay_17,aoa_17,aod_17,path_loss_18,delay_18,aoa_18,aod_18,path_loss_19,delay_19,aoa_19,aod_19,path_loss_20,delay_20,aoa_20,aod_20,path_loss_21,delay_21,aoa_21,aod_21,path_loss_22,delay_22,aoa_22,aod_22,path_loss_23,delay_23,aoa_23,aod_23,path_loss_24,delay_24,aoa_24,aod_24,path_loss_25,delay_25,aoa_25,aod_25
334.43,212.85,22.0,405.0,0.0,1.6,20.0,1.0,101.089,7.51328e-07,108.343,-71.6572,111.029,7.51333e-07,108.365,-71.6816,128.775,1.28384e-06,86.8447,-93.2793,135.008,8.71793e-07,44.9301,-57.9287,143.467,7.58549e-07,109.559,-72.0196,156.851,1.11785e-06,47.6912,-34.4014,165.072,1.13761e-06,60.6419,-30.313,166.189,9.95469e-07,79.3689,-14.5375,166.581,1.1696e-06,60.6419,-9.16667,168.249,1.16722e-06,55.0942,-14.4595,179.386,1.33244e-06,58.4948,159.179,190.151,1.36115e-06,55.0942,-29.855,193.614,8.78536e-07,100.099,23.2979,196.816,1.22753e-06,108.36,114.414,197.013,9.91029e-07,91.5705,14.5045,200.624,1.00323e-06,90.3798,26.0106,203.164,7.51544e-07,108.286,-71.5236,205.899,7.51492e-07,108.345,-71.6608,210.421,7.53781e-07,108.395,-71.7489,217.22,8.78634e-07,100.149,23.342,,,,,,,,,,,,,,,,,,,,
334.43,212.85,22.0,410.0,0.0,1.6,25.0,1.0,101.152,7.56723e-07,109.547,-70.4532,112.607,7.56733e-07,109.58,-70.4887,123.149,7.56917e-07,109.416,-70.3126,129.39,1.28303e-06,87.5904,-92.5351,133.481,7.58739e-07,109.534,-70.4393,136.09,8.60243e-07,45.958,-58.6734,137.153,1.06071e-06,95.7925,-41.7177,145.27,1.28481e-06,86.4284,-92.2616,164.491,1.09986e-06,58.466,159.179,165.71,9.92612e-07,80.8675,-14.5375,166.984,1.19712e-06,61.3038,-7.53634,167.895,1.15786e-06,56.5693,-14.4595,174.329,1.32314e-06,59.5712,159.179,175.414,2.36454e-06,65.1049,163.564,184.591,1.64198e-06,22.6192,-53.3366,195.645,8.81607e-07,101.179,22.2328,195.947,9.71316e-07,95.9902,25.0928,196.159,1.26992e-06,61.2124,-172.868,196.251,7.59033e-07,109.705,-70.6571,196.754,9.91625e-07,92.5368,13.5389,201.852,2.36506e-06,65.1679,163.572,202.704,7.5693e-07,109.49,-70.3183,205.389,7.74021e-07,107.845,-69.782,205.586,7.73882e-07,106.685,-69.0721,206.011,7.56894e-07,109.547,-70.4531
334.43,212.85,22.0,415.0,0.0,1.6,21.0,1.0,101.217,7.62445e-07,110.733,-69.2669,111.065,8.33475e-07,114.877,-171.465,122.638,7.62613e-07,110.606,-69.1345,132.922,7.64442e-07,110.733,-69.2665,136.373,1.06253e-06,96.8486,-40.8409,137.209,8.48972e-07,47.1718,-59.4266,162.439,7.75004e-07,117.157,-70.1942,164.203,8.29519e-07,104.362,-1.82731,164.226,1.0914e-06,60.4553,159.179,165.225,9.90187e-07,82.3788,-14.5375,184.669,1.62663e-06,23.2439,-53.3366,188.515,7.62463e-07,110.778,-69.3141,196.497,9.92501e-07,93.4929,12.5548,196.929,1.26213e-06,63.0435,-172.868,197.744,8.84984e-07,102.252,21.1759,206.128,7.62622e-07,110.731,-69.263,209.821,1.28253e-06,88.3594,-91.8074,209.918,1.28244e-06,88.3371,-91.7901,211.197,1.48461e-06,168.372,129.854,211.511,8.73721e-07,99.2128,-73.7409,213.469,8.78548e-07,25.79,-61.8696,,,,,,,,,,,,,,,,
334.43,212.85,22.0,420.0,0.0,1.6,25.0,1.0,101.286,7.68486e-07,111.901,-68.0989,112.348,8.40607e-07,115.912,-172.5,122.075,7.6863e-07,111.779,-67.9752,125.628,8.4107e-07,115.698,-172.82,125.714,8.40628e-07,115.952,-172.46,132.283,7.70466e-07,111.915,-68.1126,138.418,8.38071e-07,48.743,-60.18,139.362,1.01248e-06,58.4282,-54.5076,144.625,2.50987e-06,96.9539,-42.4705,146.336,7.71261e-07,111.967,-68.1148,148.216,8.9248e-07,102.855,18.4554,151.006,1.28232e-06,88.9279,-90.9408,159.837,7.71241e-07,111.921,-68.0876,164.611,1.11482e-06,65.1279,-30.313,184.757,1.61135e-06,23.9019,-53.3366,195.179,7.70773e-07,111.731,-67.8255,197.794,1.25483e-06,64.936,-172.868,206.249,7.6867e-07,111.898,-68.091,209.512,8.42555e-07,116.085,-172.307,209.784,2.5098e-06,97.19,133.108,210.49,1.28216e-06,89.1084,-91.0628,210.609,8.76537e-07,100.304,-72.6685,211.452,8.91149e-07,103.533,20.2231,213.927,8.91158e-07,103.283,20.1078,214.398,8.42553e-07,116.085,-172.305
334.43,212.85,22.0,465.0,0.0,1.6,10.0,1.0,102.017,8.35979e-07,121.526,-58.4735,136.369,9.36372e-07,112.062,9.71212,142.122,9.3645e-07,112.055,9.67586,159.677,8.44024e-07,118.544,-57.8895,160.124,1.19732e-06,134.201,-125.948,165.226,8.42797e-07,118.764,-57.8375,177.273,8.88636e-07,159.114,-68.1693,180.982,8.44248e-07,118.536,-57.9081,186.22,9.34555e-07,112.305,11.088,208.237,1.88618e-06,13.7272,27.3847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334.43,212.85,22.0,510.0,0.0,1.6,21.0,1.0,102.88,9.23169e-07,129.518,-50.4824,110.29,9.2317e-07,129.519,-50.4849,129.459,1.08515e-06,122.956,122.867,135.891,1.08515e-06,122.958,122.813,160.655,1.11942e-06,103.934,135.118,163.367,1.01684e-06,120.938,6.70463,163.674,1.32055e-06,97.4005,-171.33,165.434,1.18344e-06,103.592,-177.178,176.114,1.09107e-06,121.665,127.953,180.459,9.30137e-07,129.378,-50.2664,185.459,1.00109e-06,120.309,3.13846,191.435,1.00832e-06,131.487,171.93,193.936,1.0564e-06,133.976,-43.5756,194.536,1.00151e-06,120.16,3.04368,200.368,1.75202e-06,96.3165,158.273,203.836,1.08013e-06,122.838,122.813,205.854,3.23477e-06,69.3471,-82.9317,205.861,1.00616e-06,122.262,3.41147,210.17,1.28748e-06,142.514,-7.18098,213.009,1.00149e-06,120.479,3.24991,213.798,1.00134e-06,120.195,2.84654,,,,,,,,,,,,,,,,
334.43,212.85,22.0,590.0,0.0,1.6,14.0,1.0,104.496,1.11187e-06,140.211,-39.789,122.413,1.11195e-06,140.212,-39.7911,138.681,1.11526e-06,135.209,-35.7869,141.599,1.11895e-06,132.46,-34.4014,144.737,1.12128e-06,132.707,-32.4062,168.347,1.55751e-06,106.121,16.9446,172.947,1.2235e-06,137.587,136.451,190.04,1.11202e-06,140.201,-39.7662,206.797,1.11378e-06,140.252,-39.8231,209.604,1.63025e-06,155.969,-68.3114,209.872,1.11425e-06,136.119,-36.3421,209.971,1.16059e-06,128.575,-11.7481,216.753,1.16426e-06,126.004,-13.8405,218.582,1.12679e-06,130.982,-30.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334.43,212.85,22.0,595.0,0.0,1.6,13.0,1.0,104.596,1.12472e-06,140.756,-39.2441,122.81,1.1248e-06,140.757,-39.2456,137.541,1.12721e-06,136.538,-35.7869,140.781,1.13036e-06,133.961,-34.4014,173.896,1.40912e-06,133.982,-34.4014,190.631,1.12487e-06,140.746,-39.2209,206.657,1.12663e-06,140.795,-39.2766,207.923,1.2565e-06,133.766,133.798,208.516,1.12639e-06,137.392,-36.3421,209.632,1.64549e-06,156.206,-68.0743,212.434,1.2162e-06,141.613,161.856,217.683,1.257e-06,133.591,134.441,219.786,1.21462e-06,141.562,161.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334.43,212.85,22.0,600.0,0.0,1.6,18.0,1.0,104.696,1.13766e-06,141.288,-38.7116,119.527,1.13769e-06,141.272,-38.6911,123.186,1.13775e-06,141.289,-38.7124,136.226,1.13942e-06,137.805,-35.7869,139.884,1.14207e-06,135.39,-34.4014,168.073,1.5671e-06,107.297,15.7779,189.524,1.37083e-06,135.472,139.634,191.209,1.13782e-06,141.278,-38.688,192.044,1.18117e-06,133.42,-9.16667,200.821,1.17587e-06,133.88,-46.4095,206.514,1.13958e-06,141.326,-38.7425,206.902,1.13876e-06,138.606,-36.3421,209.66,1.66076e-06,156.439,-67.8416,211.783,1.18309e-06,130.807,-14.5375,213.185,1.22929e-06,142.097,161.371,213.903,1.18447e-06,128.651,-13.8405,215.967,1.18591e-06,127.565,-14.4595,218.866,1.22772e-06,142.047,161.321,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334.43,212.85,22.0,850.0,0.0,1.6,9.0,1.0,108.981,1.8624e-06,157.567,-22.433,118.496,1.95343e-06,157.293,146.121,136.005,1.9535e-06,156.894,145.556,139.322,1.8806e-06,160.315,-14.5375,139.78,1.88059e-06,160.44,-14.5375,144.016,1.95392e-06,157.552,147.218,146.878,1.88106e-06,162.763,-21.4573,156.052,1.86393e-06,157.582,-22.4595,160.326,1.86399e-06,157.562,-22.4152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334.43,212.85,22.0,855.0,0.0,1.6,9.0,1.0,109.053,1.87782e-06,157.761,-22.2386,118.533,1.96882e-06,157.48,145.934,129.145,1.88057e-06,158.969,-22.0178,133.153,1.96885e-06,157.217,145.556,135.533,1.87841e-06,158.044,-23.5555,144.318,1.96935e-06,157.74,147.074,156.319,1.87936e-06,157.776,-22.2652,160.054,1.87941e-06,157.757,-22.2209,217.74,3.38969e-06,95.0615,28.2526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334.43,212.85,22.0,405.0,5.0,1.6,24.0,1.0,100.905,7.35578e-07,108.754,-71.2464,113.344,7.35593e-07,108.794,-71.2891,129.441,1.26721e-06,86.8042,-93.3221,130.282,2.48798e-06,95.2575,-42.4705,132.862,7.37522e-07,112.433,-75.9937,152.927,1.27018e-06,86.7764,-93.2782,156.754,1.10568e-06,46.2454,-34.4014,158.611,9.31416e-07,115.777,-61.0781,161.687,1.25303e-06,103.094,157.326,164.63,1.09502e-06,55.2833,159.179,176.778,2.44388e-06,61.7023,-26.1533,177.215,1.06837e-06,79.0814,140.71,183.936,1.65134e-06,20.5806,-53.3366,189.568,1.41993e-06,55.2953,138.873,194.82,1.2639e-06,58.3856,-172.868,196.251,8.62169e-07,100.308,23.111,196.714,9.74385e-07,91.5984,14.4808,196.76,1.38625e-06,57.2566,135.118,197.068,1.2117e-06,108.609,114.661,200.299,9.86635e-07,90.3989,26.0117,202.563,1.35856e-06,57.2566,153.441,204.61,2.26241e-06,22.2095,-157.666,215.581,7.38051e-07,108.877,-71.4515,219.022,2.44632e-06,61.7087,-26.4417,,,,
334.43,212.85,22.0,410.0,5.0,1.6,24.0,1.0,100.97,7.41087e-07,109.98,-70.0198,110.189,8.11438e-07,114.302,-170.884,114.826,7.41111e-07,110.034,-70.0747,130.092,1.26639e-06,87.5598,-92.5681,132.573,7.43152e-07,109.992,-70.0318,135.991,8.48516e-07,45.1321,-57.8786,137.671,1.04431e-06,95.7605,-41.5988,138.101,2.48959e-06,95.8243,-42.4705,145.391,1.26839e-06,86.1999,-92.2703,164.788,1.11496e-06,61.2953,-30.313,167.698,1.24601e-06,59.2707,-4.85998,167.896,1.14405e-06,55.5519,-14.4595,176.733,1.06543e-06,80.619,140.71,180.55,8.12723e-07,103.326,-1.38639,183.987,1.63577e-06,21.1428,-53.3366,185.445,1.45029e-06,84.644,39.0261,187.821,1.40263e-06,57.3387,138.598,195.499,1.25539e-06,60.1914,-172.868,198.287,8.65301e-07,101.409,22.0267,198.794,1.45776e-06,59.1583,139.634,200.919,7.41268e-07,109.924,-69.8916,207.854,7.41239e-07,109.981,-70.0208,208.892,1.15489e-06,64.7753,-68.5448,214.243,9.82697e-07,108.46,14.4149,,,,
334.43,212.85,22.0,460.0,5.0,1.6,13.0,1.0,101.776,8.13131e-07,121.138,-58.8622,111.012,8.92917e-07,124.136,179.28,124.329,9.12966e-07,111.687,11.6183,136.205,9.14714e-07,111.485,10.2837,142.097,9.14796e-07,111.478,10.247,146.13,1.16391e-06,104.793,155.691,159.907,1.17377e-06,134.177,-125.948,170.912,1.21258e-06,72.0579,-7.53634,186.323,9.12892e-07,111.732,11.661,193.004,1.25863e-06,178.301,-55.9461,205.701,8.95165e-07,124.252,179.38,209.736,8.15449e-07,121.119,-58.7518,216.342,8.15525e-07,121.437,-59.1414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334.43,212.85,22.0,465.0,5.0,1.6,11.0,1.0,101.869,8.21852e-07,122.137,-57.8632,110.609,9.02358e-07,125.015,178.401,136.082,9.20949e-07,112.453,9.33057,142.016,9.21028e-07,112.446,9.29337,158.32,8.3042e-07,119.103,-57.2917,160.006,1.18547e-06,135.043,-125.948,177.937,1.16892e-06,71.8066,-11.7481,186.183,1.09075e-06,84.5068,-43.6695,186.367,9.19183e-07,112.701,10.6922,212.499,1.25988e-06,142.955,24.2862,214.354,9.21234e-07,112.419,9.21918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
