tx_x,tx_y,tx_z,rx_x,rx_y,rx_z,n_path,link state,path_loss_1,delay_1,aoa_1,aod_1,path_loss_2,delay_2,aoa_2,aod_2,path_loss_3,delay_3,aoa_3,aod_3,path_loss_4,delay_4,aoa_4,aod_4,path_loss_5,delay_5,aoa_5,aod_5,path_loss_6,delay_6,aoa_6,aod_6,path_loss_7,delay_7,aoa_7,aod_7,path_loss_8,delay_8,aoa_8,aod_8,path_loss_9,delay_9,aoa_9,aod_9,path_loss_10,delay_10,aoa_10,aod_10,path_loss_11,delay_11,aoa_11,aod_11,path_loss_12,delay_12,aoa_12,aod_12,path_loss_13,delay_13,aoa_13,aod_13,path_loss_14,delay_14,aoa_14,aod_14,path_loss_15,delay_15,aoa_15,aod_15,path_loss_16,delay_16,aoa_16,aod_16,path_loss_17,delay_17,aoa_17,aod_17,path_loss_18,delay_18,aoa_18,aod_18,path_loss_19,delay_19,aoa_19,aod_19,path_loss_20,delay_20,aoa_20,aod_20,path_loss_21,delay_21,aoa_21,aod_21,path_loss_22,delay_22,aoa_22,aod_22,path_loss_23,delay_23,aoa_23,aod_23,path_loss_24,delay_24,aoa_24,aod_24,path_loss_25,delay_25,aoa_25,aod_25
341.844,433.517,110.0,1020.0,50.0,21.89,25.0,1.0,111.938,2.61618e-06,150.511,-29.4894,125.857,2.61621e-06,150.311,-29.0334,130.359,2.61725e-06,153.056,-30.5639,135.772,2.61767e-06,152.528,-31.3739,140.092,2.62371e-06,145.747,-29.0334,142.071,2.6175e-06,150.211,-29.4851,144.177,2.61769e-06,149.343,-29.4802,148.023,2.61853e-06,150.177,-29.463,149.98,2.61995e-06,150.044,-29.4173,150.387,3.73081e-06,152.018,159.006,150.498,2.62042e-06,150.356,-29.4602,151.094,2.6178e-06,152.485,-31.5776,151.504,2.62145e-06,149.43,-29.2256,151.568,2.62058e-06,150.412,-29.4697,151.673,2.62177e-06,149.905,-29.3303,152.638,2.62506e-06,150.228,-29.3655,153.047,2.62506e-06,150.226,-29.3648,157.936,3.73846e-06,152.018,163.593,160.682,2.61981e-06,149.913,-29.4012,163.984,2.62187e-06,150.123,-29.3843,164.494,2.63928e-06,146.162,-30.8699,165.57,3.16208e-06,148.864,176.865,165.616,2.62364e-06,152.979,-30.2776,166.168,2.61922e-06,150.886,-29.5324,166.469,3.22509e-06,152.047,165.018
341.844,433.517,110.0,1010.0,55.0,21.7716,25.0,1.0,111.814,2.5792e-06,150.468,-29.532,126.325,2.57925e-06,150.245,-29.0334,130.379,2.58023e-06,153.037,-30.5639,133.773,2.5805e-06,154.134,-29.0334,135.61,2.58066e-06,152.5,-31.3739,147.805,2.58131e-06,150.129,-29.5102,149.146,2.5851e-06,158.362,-30.0371,149.627,2.58271e-06,149.993,-29.4661,150.165,2.58317e-06,150.31,-29.5048,150.274,3.69366e-06,152.001,159.006,151.167,2.58333e-06,150.367,-29.5136,151.172,2.58424e-06,149.371,-29.2817,151.31,2.58078e-06,152.458,-31.5776,151.365,2.58453e-06,149.854,-29.3811,152.364,2.58781e-06,150.181,-29.4122,152.791,2.58781e-06,150.18,-29.4116,157.856,3.70131e-06,152.001,163.593,159.549,2.58258e-06,149.858,-29.4517,159.854,3.69463e-06,151.803,159.006,163.399,2.58526e-06,-112.129,-29.5428,163.478,2.58462e-06,150.074,-29.4323,163.602,3.12511e-06,148.8,176.868,163.759,2.58196e-06,150.836,-29.5679,164.307,2.60228e-06,146.058,-30.8138,164.821,2.58186e-06,150.205,-29.5076
341.844,433.517,110.0,1015.0,55.0,21.8548,25.0,1.0,111.863,2.59361e-06,150.651,-29.3492,121.053,2.59501e-06,153.615,-30.5639,123.638,2.59363e-06,150.511,-29.0334,127.746,2.59906e-06,146.928,-31.5776,135.171,2.59535e-06,152.858,-31.3739,143.502,2.59538e-06,150.472,-29.3482,147.216,2.59547e-06,152.795,-31.5776,147.865,2.59578e-06,150.313,-29.3259,150.122,2.59718e-06,150.178,-29.2813,150.258,2.59768e-06,150.494,-29.321,150.461,3.70833e-06,152.145,159.006,151.22,2.59861e-06,149.559,-29.0992,151.324,2.59784e-06,150.55,-29.3299,151.439,2.59898e-06,150.039,-29.1963,152.475,2.6023e-06,150.364,-29.2271,152.874,2.6023e-06,150.363,-29.2265,154.05,2.60244e-06,151.079,-29.5327,154.059,2.60244e-06,151.101,-29.5422,157.772,3.71598e-06,152.145,163.593,162.233,2.59866e-06,95.394,-29.3017,163.8,2.5991e-06,150.259,-29.2473,164.334,2.61614e-06,146.262,-30.9239,165.645,2.59654e-06,151.027,-29.39,165.73,2.59635e-06,150.392,-29.3235,166.38,2.59774e-06,150.272,-29.2797
341.844,433.517,110.0,1020.0,55.0,21.9627,25.0,1.0,111.911,2.60803e-06,150.832,-29.1684,120.225,2.60803e-06,150.772,-29.0334,124.602,2.60986e-06,154.171,-30.5639,133.826,2.61016e-06,153.341,-31.3739,134.453,2.61009e-06,153.207,-31.3739,144.061,2.60959e-06,149.507,-29.1586,144.142,2.6102e-06,153.123,-31.5776,146.31,2.60943e-06,150.53,-29.1652,147.297,2.61146e-06,152.974,-31.3063,147.998,2.61029e-06,150.495,-29.1436,150.382,2.61222e-06,150.675,-29.1391,150.644,3.72302e-06,152.286,159.006,151.491,2.61239e-06,150.73,-29.1483,152.964,2.61682e-06,150.544,-29.0435,154.181,2.61705e-06,151.257,-29.3576,154.203,2.61706e-06,151.277,-29.3668,155.368,2.6194e-06,154.826,-30.2517,157.689,3.73067e-06,152.286,163.593,158.813,2.64336e-06,154.89,-29.1844,164.066,2.6136e-06,150.441,-29.0643,166.466,2.61087e-06,150.575,-29.1414,166.532,3.21732e-06,152.338,165.018,166.537,2.61224e-06,150.454,-29.0971,166.61,2.78293e-06,136.88,-49.3532,167.369,2.61421e-06,156.603,-30.1457
341.844,433.517,110.0,1000.0,60.0,21.6908,25.0,1.0,111.689,2.54223e-06,150.424,-29.5758,126.741,2.54228e-06,150.177,-29.0334,130.412,2.54321e-06,153.016,-30.5639,134.599,2.54367e-06,149.878,-29.0334,135.443,2.54363e-06,152.47,-31.3739,143.831,2.55132e-06,142.518,-30.5639,148.156,2.5441e-06,150.081,-29.5589,149.317,2.54548e-06,149.938,-29.5163,149.875,2.54593e-06,150.262,-29.5506,150.159,3.65651e-06,151.984,159.006,150.761,2.54608e-06,150.32,-29.5587,150.843,2.54703e-06,149.311,-29.3395,151.076,2.5473e-06,149.801,-29.4334,151.496,2.55268e-06,142.228,-30.5639,151.562,2.54376e-06,152.429,-31.5776,152.536,2.55057e-06,150.131,-29.4595,154.645,2.55543e-06,153.721,-30.2576,157.774,3.66416e-06,151.984,163.593,158.084,2.54535e-06,149.801,-29.5036,159.965,2.55156e-06,175.527,-29.9342,160.137,2.8479e-06,143.739,-67.5468,160.681,2.54471e-06,150.774,-29.604,162.114,2.58328e-06,132.414,-30.5639,162.272,2.54463e-06,150.148,-29.5546,162.851,2.54738e-06,150.023,-29.4816
341.844,433.517,110.0,1005.0,60.0,21.784,25.0,1.0,111.738,2.55662e-06,150.61,-29.39,119.676,2.55801e-06,150.312,-29.3849,120.727,2.55798e-06,153.625,-30.5639,124.191,2.55664e-06,150.449,-29.0334,128.417,2.55938e-06,153.345,-30.5639,135.007,2.55832e-06,152.84,-31.3739,147.227,2.55844e-06,152.776,-31.5776,148.037,2.55857e-06,150.267,-29.3716,148.603,2.5675e-06,154.181,-30.1278,148.86,2.5733e-06,163.998,-30.5639,149.397,2.55994e-06,150.127,-29.3284,149.978,2.56043e-06,150.448,-29.3638,150.349,3.67118e-06,152.129,159.006,150.895,2.56139e-06,149.502,-29.1539,150.935,2.56059e-06,150.506,-29.3721,151.159,2.56174e-06,149.989,-29.2455,152.193,2.56505e-06,150.319,-29.2721,152.625,2.56505e-06,150.318,-29.2715,153.779,2.56516e-06,151.043,-29.5661,154.934,2.56702e-06,154.688,-30.1164,155.106,2.55984e-06,152.487,-31.5776,157.69,3.67882e-06,152.129,163.593,161.44,2.59453e-06,133.342,-30.5639,161.461,2.59453e-06,133.358,-30.5639,162.817,2.55928e-06,150.974,-29.4234
341.844,433.517,110.0,1010.0,60.0,21.8848,25.0,1.0,111.787,2.57103e-06,150.794,-29.2064,120.96,2.57104e-06,150.716,-29.0334,124.8,2.57612e-06,147.144,-31.5776,124.834,2.57283e-06,154.209,-30.5639,132.528,2.57618e-06,146.891,-31.3739,133.642,2.57312e-06,153.338,-31.3739,134.278,2.57305e-06,153.2,-31.3739,142.746,2.57444e-06,152.944,-31.3739,144.036,2.57316e-06,153.114,-31.5776,148.028,2.57306e-06,150.451,-29.1864,149.331,2.58921e-06,164.352,-30.5639,150.092,2.57496e-06,150.632,-29.1791,150.534,3.68586e-06,152.273,159.006,151.108,2.57513e-06,150.689,-29.1876,151.249,2.5762e-06,150.175,-29.0597,152.716,2.57956e-06,150.502,-29.0856,153.332,2.57442e-06,150.313,-29.1427,153.915,2.57978e-06,151.225,-29.3883,153.935,2.57978e-06,151.246,-29.3977,157.605,3.69351e-06,152.273,163.593,157.76,4.05286e-06,146.327,-24.833,158.661,2.60607e-06,154.91,-29.2055,160.778,2.60596e-06,134.267,-30.5639,163.481,2.57635e-06,150.396,-29.1077,164.354,2.57363e-06,150.526,-29.1825
341.844,433.517,110.0,990.0,65.0,21.5313,25.0,1.0,111.561,2.50529e-06,150.379,-29.6209,127.165,2.50535e-06,150.105,-29.0334,130.461,2.50622e-06,152.992,-30.5639,135.271,2.50665e-06,152.439,-31.3739,140.469,2.51161e-06,145.844,-31.3739,140.895,2.51186e-06,145.699,-31.3739,144.245,2.51504e-06,141.912,-30.5639,148.04,2.5112e-06,158.04,-30.0851,148.632,2.52105e-06,164.188,-30.5639,148.912,2.50825e-06,149.882,-29.5682,149.467,2.50868e-06,150.212,-29.598,150.272,2.50882e-06,150.273,-29.6052,150.453,2.50981e-06,149.249,-29.3991,150.483,2.5069e-06,150.039,-29.6093,150.703,2.51007e-06,149.746,-29.4874,151.696,3.61938e-06,151.966,159.006,151.859,2.50678e-06,152.399,-31.5776,152.245,2.51332e-06,150.082,-29.5092,154.404,2.51812e-06,153.725,-30.2619,156.607,2.50812e-06,149.742,-29.5573,157.087,2.50692e-06,150.224,-29.6155,157.354,2.50745e-06,150.7,-29.6414,159.247,2.5074e-06,150.086,-29.6031,159.507,3.62703e-06,151.966,163.593,162.334,2.51014e-06,149.971,-29.5326
341.844,433.517,110.0,995.0,65.0,21.6176,25.0,1.0,111.611,2.51967e-06,150.568,-29.4321,120.384,2.52099e-06,153.635,-30.5639,124.732,2.5197e-06,150.384,-29.0334,134.552,2.52138e-06,154.408,-29.0334,134.84,2.52133e-06,152.82,-31.3739,142.698,2.5214e-06,152.949,-31.3039,147.248,2.52145e-06,152.756,-31.5776,148.973,2.5227e-06,150.075,-29.3772,149.128,2.53697e-06,164.565,-30.5639,149.136,2.52135e-06,150.224,-29.4188,149.559,2.52317e-06,150.402,-29.4081,150.235,3.63405e-06,152.113,159.006,150.456,2.52333e-06,150.462,-29.4157,150.503,2.52417e-06,149.443,-29.2105,150.783,2.5245e-06,149.937,-29.2964,151.902,2.5278e-06,150.273,-29.3188,152.336,2.5278e-06,150.272,-29.3181,153.482,2.52789e-06,151.007,-29.6012,155.973,2.53261e-06,154.283,-30.2814,157.321,2.52255e-06,149.936,-29.3662,157.606,3.64169e-06,152.113,163.593,157.916,2.5384e-06,164.281,-30.5639,160.051,2.52202e-06,150.916,-29.4581,160.4,2.5214e-06,150.426,-29.4263,160.81,2.52187e-06,150.283,-29.413
341.844,433.517,110.0,1005.0,65.0,21.837,25.0,1.0,111.71,2.54851e-06,150.939,-29.061,117.703,2.54851e-06,150.926,-29.0334,119.676,2.54989e-06,150.641,-29.056,125.492,2.54989e-06,150.63,-29.0334,130.352,2.55075e-06,154.84,-30.5639,132.075,2.55092e-06,153.696,-31.3739,132.976,2.55083e-06,153.555,-31.3739,135.759,2.55091e-06,153.724,-31.2936,138.523,2.55215e-06,154.561,-30.5639,141.1,2.55092e-06,153.445,-31.5776,148.357,2.55036e-06,150.594,-29.0445,149.822,2.55225e-06,150.775,-29.0348,150.034,2.56889e-06,165.268,-30.5639,150.607,3.66342e-06,152.403,159.006,150.837,2.55242e-06,150.832,-29.0429,151.59,3.66437e-06,149.773,159.006,152.028,2.56932e-06,142.076,-31.5776,153.767,2.55713e-06,151.374,-29.2419,153.8,2.55714e-06,151.394,-29.2507,157.435,3.67107e-06,152.403,163.593,158.669,2.5588e-06,153.938,-30.3112,159.147,2.57285e-06,155.978,-29.1653,160.774,2.55715e-06,155.418,-30.3763,162.555,2.57053e-06,141.401,-31.3739,163.126,2.55091e-06,150.664,-29.0391
