tx_x,tx_y,tx_z,rx_x,rx_y,rx_z,n_path,link state,path_loss_1,delay_1,aoa_1,aod_1,path_loss_2,delay_2,aoa_2,aod_2,path_loss_3,delay_3,aoa_3,aod_3,path_loss_4,delay_4,aoa_4,aod_4,path_loss_5,delay_5,aoa_5,aod_5,path_loss_6,delay_6,aoa_6,aod_6,path_loss_7,delay_7,aoa_7,aod_7,path_loss_8,delay_8,aoa_8,aod_8,path_loss_9,delay_9,aoa_9,aod_9,path_loss_10,delay_10,aoa_10,aod_10,path_loss_11,delay_11,aoa_11,aod_11,path_loss_12,delay_12,aoa_12,aod_12,path_loss_13,delay_13,aoa_13,aod_13,path_loss_14,delay_14,aoa_14,aod_14,path_loss_15,delay_15,aoa_15,aod_15,path_loss_16,delay_16,aoa_16,aod_16,path_loss_17,delay_17,aoa_17,aod_17,path_loss_18,delay_18,aoa_18,aod_18,path_loss_19,delay_19,aoa_19,aod_19,path_loss_20,delay_20,aoa_20,aod_20,path_loss_21,delay_21,aoa_21,aod_21,path_loss_22,delay_22,aoa_22,aod_22,path_loss_23,delay_23,aoa_23,aod_23,path_loss_24,delay_24,aoa_24,aod_24,path_loss_25,delay_25,aoa_25,aod_25
432.65,100.28,34.0,485.0,0.0,1.6,25.0,1.0,95.4502,3.92634e-07,117.566,-62.4337,106.602,3.92642e-07,117.817,-63.0495,122.569,7.02034e-07,116.803,-177.182,124.374,7.02101e-07,117.184,-176.078,127.853,7.02094e-07,117.184,-176.721,141.499,7.08003e-07,117.262,-176.284,144.403,7.07966e-07,117.181,-177.182,144.837,9.7825e-07,113.48,-11.8373,145.544,6.96767e-07,117.184,-167.002,148.338,1.16142e-06,102.658,-100.895,149.354,9.78747e-07,112.972,-11.6265,156.168,1.04831e-06,103.686,37.3803,157.968,1.09581e-06,102.902,-113.414,158.701,1.54134e-06,136.309,63.3721,160.466,7.18042e-07,117.974,63.0383,161.22,1.54135e-06,136.319,63.283,161.311,1.36027e-06,141.462,158.859,161.448,4.77937e-07,120.386,-168.496,162.145,1.09585e-06,102.911,-113.37,166.198,7.02229e-07,117.187,-167.575,166.45,1.73005e-06,108.942,158.113,166.551,5.3908e-07,97.0129,11.8801,167.639,4.5288e-07,103.213,-32.8735,167.848,1.66534e-06,136.311,-119.294,169.949,7.02733e-07,117.569,-167.002
432.65,100.28,34.0,560.0,0.0,1.6,25.0,1.0,98.4033,5.51558e-07,141.782,-38.2182,118.101,5.51653e-07,140.563,-37.6738,153.204,5.56696e-07,140.398,-37.7331,153.372,5.98356e-07,142.461,-49.1932,153.413,5.5672e-07,143.646,-39.3291,154.777,5.56931e-07,140.455,-37.8014,155.332,5.90944e-07,126.309,-48.0302,158.101,5.56565e-07,141.97,-38.2229,160.747,1.53957e-06,150.161,165.56,163.422,1.78569e-06,99.359,-87.641,164.691,1.75791e-06,149.413,114.597,165.868,9.77068e-07,150.591,168.866,166.569,1.00004e-06,150.711,168.26,168.155,9.36413e-07,150.465,-64.9805,168.349,5.95382e-07,151.861,-57.5557,170.304,9.85385e-07,150.61,174.802,171.285,2.56485e-06,149.525,153.48,171.461,2.14288e-06,145.351,-176.284,171.682,7.33827e-07,122.832,-69.6001,173.305,1.48411e-06,150.336,168.336,173.848,2.79453e-06,141.485,-80.8785,175.949,2.19681e-06,145.983,84.1795,175.955,9.37147e-07,150.483,-64.9505,176.726,5.68467e-07,137.695,-31.9862,178.31,2.73078e-06,149.427,152.673
432.65,100.28,34.0,565.0,0.0,1.6,25.0,1.0,98.605,5.64511e-07,142.849,-37.1508,105.411,5.64511e-07,142.789,-37.127,140.632,1.02525e-06,139.438,168.346,141.442,1.02526e-06,139.412,168.259,141.602,6.00822e-07,128.298,-47.9613,143.571,7.20326e-07,124.53,-80.0275,146.367,8.60725e-07,138.722,-178.203,147.984,5.69734e-07,144.202,-38.2576,150.82,9.50261e-07,151.123,-65.1316,152.208,6.11609e-07,143.431,-46.9425,153.24,6.1161e-07,143.419,-46.7555,154.435,5.70869e-07,142.787,-37.0672,155.152,1.03249e-06,139.438,173.444,157.392,6.00898e-07,128.306,-48.0328,158.737,9.50401e-07,151.162,-65.0446,159.508,1.7885e-06,100.028,-87.6411,159.526,6.67294e-07,143.878,169.672,159.715,5.70011e-07,143.461,-37.5324,159.842,1.03256e-06,139.464,173.357,160.81,5.70032e-07,144.79,-37.8934,161.01,1.55403e-06,150.529,165.56,162.148,7.28506e-07,124.739,-72.4119,164.826,1.02654e-06,140.061,51.5349,165.378,5.70987e-07,140.849,-36.7567,168.191,9.50895e-07,151.193,-64.9817
432.65,100.28,34.0,355.0,5.0,14.2065,25.0,1.0,95.9401,4.15413e-07,50.8211,-129.179,108.306,4.17158e-07,50.8469,-129.181,119.695,4.16031e-07,49.4848,-121.689,127.032,4.31439e-07,73.389,-140.284,127.043,4.17158e-07,50.8674,-129.182,129.018,4.17174e-07,50.787,-129.177,129.212,4.17218e-07,50.9249,-129.184,130.204,4.17341e-07,51.1146,-129.219,130.335,4.17901e-07,50.8662,-129.192,130.391,4.19611e-07,49.6798,-128.548,130.572,4.17905e-07,50.8187,-129.178,131.577,4.21496e-07,50.2068,-128.625,131.661,4.18879e-07,41.5534,-129.075,131.759,4.17909e-07,50.7845,-129.168,132.023,4.17774e-07,49.5095,-121.689,132.97,4.17516e-07,50.9584,-129.204,133.413,4.28244e-07,78.7938,-135.164,133.664,4.23029e-07,51.0116,-129.41,133.804,4.17278e-07,50.9145,-129.19,134.186,4.24487e-07,50.8306,-129.193,134.601,4.24299e-07,51.356,-129.958,134.929,4.28212e-07,51.6756,-131.105,137.473,4.35497e-07,52.3094,-134.833,137.792,4.29898e-07,63.9182,-146.568,138.694,4.9645e-07,19.1876,-151.11
432.65,100.28,34.0,360.0,5.0,14.2123,25.0,1.0,95.7242,4.05214e-07,52.6749,-127.325,108.732,4.07024e-07,52.6777,-127.325,117.434,4.05566e-07,51.6364,-121.689,119.577,4.27638e-07,80.0113,-140.284,127.477,1.06673e-06,78.0913,-174.949,128.778,4.07639e-07,53.0848,-127.431,128.89,4.07563e-07,53.0539,-127.335,130.074,4.09022e-07,51.4695,-126.758,130.095,4.07137e-07,52.9273,-127.356,130.409,4.07374e-07,51.6377,-121.689,130.504,4.07061e-07,52.7275,-127.33,130.78,4.0764e-07,53.0931,-127.433,130.821,4.07643e-07,53.1224,-127.441,131.269,4.11022e-07,51.9955,-126.763,131.671,4.2935e-07,80.045,-140.284,132.5,7.52827e-07,78.046,5.58426,133.381,4.12739e-07,52.8122,-127.486,133.909,4.14153e-07,52.6205,-127.247,134.023,4.07031e-07,52.5541,-127.318,134.278,4.07253e-07,52.7824,-127.342,134.342,4.14088e-07,53.1595,-128.014,135.75,4.3182e-07,76.7814,-146.543,136.197,4.80997e-07,22.5965,-151.11,137.731,4.43259e-07,67.913,-155.863,138.72,4.23115e-07,67.5747,-146.564
432.65,100.28,34.0,365.0,5.0,14.2354,25.0,1.0,95.5122,3.95446e-07,54.6248,-125.375,98.5276,4.25582e-07,84.6002,-141.398,108.034,3.97335e-07,54.6495,-125.377,109.916,4.27336e-07,84.5454,-141.402,114.207,3.95598e-07,53.9241,-121.689,121.254,4.25746e-07,86.9134,-140.284,122.522,5.31534e-07,102.103,-161.53,123.178,3.97345e-07,54.6264,-125.375,126.706,3.97485e-07,53.9503,-121.689,127.209,4.65998e-07,27.3672,-151.11,127.819,3.9786e-07,55.0054,-125.462,129.302,3.97866e-07,55.0217,-125.467,129.399,3.97852e-07,54.9828,-125.457,130.274,3.97384e-07,54.824,-125.397,130.437,3.97869e-07,55.032,-125.469,130.477,3.97869e-07,55.0324,-125.469,130.527,3.97869e-07,55.0313,-125.469,130.547,3.97882e-07,55.069,-125.479,130.561,3.97868e-07,55.0294,-125.469,130.607,3.97878e-07,55.0567,-125.476,130.889,3.99091e-07,55.1053,-125.58,130.972,4.00971e-07,53.8766,-124.812,131.139,3.99094e-07,55.1347,-125.593,131.169,3.98791e-07,53.0135,-124.779,131.373,3.99096e-07,55.1635,-125.606
432.65,100.28,34.0,370.0,5.0,14.2598,25.0,1.0,95.3055,3.86152e-07,56.6737,-123.326,103.939,4.24344e-07,86.87,-143.669,108.234,3.88093e-07,56.6931,-123.328,108.56,3.86182e-07,56.3529,-121.689,113.067,4.51548e-07,29.6985,-150.345,113.86,4.26109e-07,86.8096,-143.674,116.923,1.11214e-06,86.2157,84.7898,121.475,3.88123e-07,56.3729,-121.689,122.55,3.88127e-07,56.7183,-123.331,125.783,1.77051e-06,90.1694,132.352,127.076,3.88576e-07,57.062,-123.405,127.882,3.88566e-07,57.0445,-123.401,128.551,3.88149e-07,56.4832,-123.303,128.586,1.11215e-06,86.354,85.1895,128.596,3.88245e-07,56.6165,-123.324,129.175,3.88553e-07,57.0218,-123.396,129.856,4.32941e-07,75.834,-155.861,130.336,3.88581e-07,57.072,-123.407,130.377,3.88575e-07,57.0604,-123.405,130.445,3.88579e-07,57.0671,-123.406,130.484,3.88594e-07,57.0906,-123.413,130.688,3.89802e-07,57.1237,-123.506,130.828,3.89007e-07,55.0455,-122.882,130.938,3.89811e-07,57.1536,-123.519,131.171,3.89821e-07,57.1827,-123.532
432.65,100.28,34.0,485.0,5.0,1.6,25.0,1.0,95.132,3.78516e-07,118.786,-61.2141,113.393,3.78593e-07,119.577,-63.0495,128.405,6.87402e-07,118.011,-177.182,130.026,6.8752e-07,118.394,-176.078,132.148,6.87513e-07,118.394,-176.721,133.271,5.44473e-07,127.975,-63.0495,142.048,6.81615e-07,118.011,-167.575,143.653,9.6311e-07,114.629,-11.8373,146.373,6.8219e-07,118.394,-167.002,149.445,6.81255e-07,118.185,-178.203,151.792,4.0388e-07,116.247,-58.9688,154.577,2.12525e-06,145.371,155.66,156.214,1.0322e-06,104.05,37.3803,157.505,1.07964e-06,103.17,-113.415,161.22,1.5299e-06,136.815,63.3723,161.829,1.07968e-06,103.18,-113.371,162.228,7.86674e-07,115.622,10.1601,164.522,1.5299e-06,136.825,63.2831,168.924,9.18495e-07,136.445,-28.8244,169.299,1.39057e-06,74.5063,47.3405,169.406,1.39062e-06,74.5196,47.4089,173.217,1.37511e-06,76.9383,59.056,173.571,1.6786e-06,137.247,-113.357,173.651,6.84245e-07,117.4,-167.634,174.666,4.2531e-07,97.2628,-30.9217
432.65,100.28,34.0,550.0,5.0,1.6,25.0,1.0,97.8214,5.15834e-07,140.926,-39.0742,119.26,5.15977e-07,139.406,-38.3833,143.308,5.20919e-07,140.95,-38.8576,144.54,5.21045e-07,140.551,-38.6167,151.894,5.21103e-07,140.095,-38.3651,154.237,7.76155e-07,158.939,-41.6981,156.645,1.70914e-06,124.951,178.786,161.741,6.87098e-07,122.096,-75.2689,162.706,5.44136e-07,146.637,-61.5836,164.73,1.27206e-06,120.372,-11.8373,167.012,5.5834e-07,151.69,-57.5566,167.427,1.12836e-06,147.189,-111.18,170.375,7.76385e-07,158.986,-41.7723,170.42,8.47203e-07,150.241,-41.4263,170.582,2.52768e-06,149.47,153.539,170.631,8.47415e-07,150.137,-41.6918,170.642,2.106e-06,145.197,-176.284,171.116,7.02045e-07,121.28,-71.2981,171.444,6.08023e-07,55.9577,-29.6254,172.406,7.76273e-07,158.899,-41.6005,173.144,7.15143e-07,148.641,-7.71373,173.745,2.75866e-06,141.322,-81.0437,175.8,2.15986e-06,145.799,84.1789,176.366,1.26061e-06,110.391,-111.18,179.083,8.36617e-07,134.766,-17.8684
432.65,100.28,34.0,580.0,5.0,15.4714,25.0,1.0,98.9704,5.88755e-07,147.112,-32.8877,110.894,5.89885e-07,147.136,-32.8896,114.163,1.10566e-06,142.459,166.346,124.831,1.10567e-06,142.591,166.777,124.96,6.59523e-07,135.333,-64.9991,125.479,6.59524e-07,135.306,-64.9674,126.161,1.87286e-06,147.238,9.23108,128.548,1.10629e-06,142.614,166.777,128.72,5.92726e-07,147.552,-33.2606,129.149,1.75948e-06,151.974,156.813,130.399,1.10569e-06,142.219,165.56,131.58,5.89891e-07,147.192,-32.8937,131.667,5.90094e-07,146.337,-32.8559,132.549,5.90848e-07,147.147,-32.9007,133.617,5.90252e-07,147.042,-32.8732,134.04,5.90937e-07,147.354,-32.9827,134.259,5.92733e-07,147.535,-33.2491,134.367,5.90467e-07,147.336,-32.9484,134.703,5.91832e-07,147.346,-33.0335,134.846,5.92329e-07,146.943,-32.7605,134.935,5.91326e-07,147.053,-32.8577,135.026,5.90301e-07,147.296,-32.9278,135.592,5.9198e-07,146.982,-32.8016,135.616,5.91977e-07,146.988,-32.8053,135.81,5.93717e-07,146.781,-32.5194
