tx_x,tx_y,rx_x,rx_y,n_path,link state,path_loss_1,delay_1,aoa_1,aod_1,path_loss_2,delay_2,aoa_2,aod_2,path_loss_3,delay_3,aoa_3,aod_3,path_loss_4,delay_4,aoa_4,aod_4,path_loss_5,delay_5,aoa_5,aod_5,path_loss_6,delay_6,aoa_6,aod_6,path_loss_7,delay_7,aoa_7,aod_7,path_loss_8,delay_8,aoa_8,aod_8,path_loss_9,delay_9,aoa_9,aod_9,path_loss_10,delay_10,aoa_10,aod_10,path_loss_11,delay_11,aoa_11,aod_11,path_loss_12,delay_12,aoa_12,aod_12,path_loss_13,delay_13,aoa_13,aod_13,path_loss_14,delay_14,aoa_14,aod_14,path_loss_15,delay_15,aoa_15,aod_15,path_loss_16,delay_16,aoa_16,aod_16,path_loss_17,delay_17,aoa_17,aod_17,path_loss_18,delay_18,aoa_18,aod_18,path_loss_19,delay_19,aoa_19,aod_19,path_loss_20,delay_20,aoa_20,aod_20,path_loss_21,delay_21,aoa_21,aod_21,path_loss_22,delay_22,aoa_22,aod_22,path_loss_23,delay_23,aoa_23,aod_23,path_loss_24,delay_24,aoa_24,aod_24,path_loss_25,delay_25,aoa_25,aod_25
280.863,473.291,40.0,5.0,9.0,1.0,102.619,1.79198e-06,62.7812,-117.219,108.139,1.79229e-06,63.2246,-119.872,115.497,1.79206e-06,63.5587,-117.6,120.194,1.79233e-06,63.1219,-121.092,155.993,1.84072e-06,56.9906,-109.083,192.513,1.81955e-06,55.3612,-112.159,203.296,1.81582e-06,62.7348,-117.169,207.014,1.83385e-06,62.4341,-116.658,207.7,1.80001e-06,62.7776,-117.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280.863,473.291,45.0,5.0,25.0,1.0,102.552,1.7782e-06,63.2671,-116.733,102.706,1.77863e-06,63.7224,-120.299,104.065,1.79893e-06,70.6205,-109.303,114.32,1.77864e-06,63.7942,-119.872,115.899,1.77864e-06,63.6522,-121.092,116.568,1.78011e-06,63.4216,-116.736,116.708,1.78054e-06,63.8763,-120.296,119.372,1.78737e-06,54.7465,-112.648,119.506,1.79898e-06,69.5042,-109.123,121.204,1.77861e-06,65.0592,-117.6,128.286,1.78054e-06,63.9476,-119.872,129.923,1.78055e-06,63.806,-121.092,135.161,1.78052e-06,65.2061,-117.6,136.188,1.7877e-06,53.5816,-113.016,136.93,1.79112e-06,55.774,-110.198,138.961,1.7882e-06,52.2757,-113.287,139.817,1.79282e-06,57.4716,-107.187,140.246,1.79118e-06,55.8808,-110.075,141.31,1.78984e-06,54.3257,-119.872,142.835,1.78928e-06,54.9037,-112.648,144.139,1.80043e-06,71.9544,-110.075,144.441,1.80054e-06,72.1385,-110.198,144.743,1.80131e-06,77.3653,-113.016,146.922,1.86953e-06,59.3525,-42.5881,146.958,1.80238e-06,44.9392,-117.6
280.863,473.291,50.0,5.0,25.0,1.0,102.516,1.7709e-06,63.7571,-116.243,102.71,1.77144e-06,64.2156,-120.778,102.711,1.77144e-06,64.2141,-120.793,111.826,1.77144e-06,64.1875,-121.092,115.581,1.77808e-06,56.0452,-112.692,119.027,1.77148e-06,64.3694,-119.872,122.752,1.79375e-06,73.2283,-109.123,123.057,1.77808e-06,56.1367,-112.648,124.639,1.77191e-06,66.5971,-117.6,133.057,1.77815e-06,55.1857,-113.016,136.736,1.79511e-06,76.7193,-112.648,137.143,1.77838e-06,54.1121,-113.287,137.523,1.80132e-06,81.9425,-113.287,141.795,1.79895e-06,76.5809,-111.545,143.019,1.79089e-06,46.0973,-117.6,146.146,1.7841e-06,58.2126,-107.187,147.085,1.79799e-06,79.232,-113.016,147.565,1.82303e-06,43.2336,-110.075,148.939,1.80051e-06,63.7051,-115.657,149.314,1.7821e-06,56.8382,-110.075,150.36,1.79698e-06,76.8472,-112.648,151.023,1.80318e-06,82.0582,-113.287,152.402,1.86122e-06,59.8329,-42.5881,153.301,1.78488e-06,47.9742,-114.031,153.619,1.85009e-06,67.9957,-107.485
280.863,473.291,55.0,5.0,25.0,1.0,102.481,1.76372e-06,64.2514,-115.749,109.121,1.76438e-06,64.7276,-121.092,120.471,1.76529e-06,64.58,-115.755,123.057,1.76447e-06,64.9502,-119.872,124.485,1.78859e-06,71.0016,-107.187,125.566,1.76595e-06,65.0512,-121.092,127.12,1.76561e-06,68.1717,-117.6,128.42,1.76899e-06,56.8548,-113.016,130.135,1.78955e-06,77.104,-109.123,137.291,1.79159e-06,78.3618,-112.648,137.607,1.77965e-06,47.3028,-117.6,137.712,1.76912e-06,57.5736,-112.648,138.601,1.79934e-06,84.1284,-113.287,138.687,1.76717e-06,68.4527,-117.6,138.781,1.76604e-06,65.2713,-119.872,139.277,1.77059e-06,56.4043,-113.287,143.251,1.79536e-06,78.0592,-111.545,145.275,1.77335e-06,48.035,-114.284,146.924,1.79313e-06,77.7556,-112.648,146.954,1.77397e-06,43.2317,-114.38,151.392,2.02082e-06,71.0725,-131.293,151.96,1.79519e-06,81.0719,-113.016,152.594,1.77097e-06,55.3597,-119.872,153.264,1.77326e-06,57.8169,-110.075,153.969,1.78127e-06,47.7464,-117.6
280.863,473.291,40.0,10.0,11.0,1.0,102.548,1.77745e-06,62.5303,-117.47,110.328,1.77746e-06,62.8024,-117.6,146.892,1.86998e-06,58.5886,-42.5881,147.28,1.80102e-06,62.4915,-117.429,155.96,1.82678e-06,56.7055,-109.242,156.07,1.82665e-06,56.6822,-109.246,156.424,1.79869e-06,48.3709,-113.569,156.709,1.79565e-06,49.6118,-113.38,177.832,1.8126e-06,43.9518,-114.524,185.46,1.81316e-06,53.0358,-111.068,206.873,1.81909e-06,62.191,-116.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280.863,473.291,45.0,10.0,25.0,1.0,102.48,1.76354e-06,63.0192,-116.981,102.615,1.76391e-06,63.4787,-120.054,103.176,1.77743e-06,54.2693,-110.918,111.642,1.76391e-06,63.5096,-119.872,116.668,1.76547e-06,63.1754,-116.983,117.904,1.76394e-06,63.3859,-121.092,118.712,1.76375e-06,64.3334,-117.6,123.541,1.77403e-06,53.7568,-112.648,124.28,1.77935e-06,54.4334,-110.916,125.787,1.76583e-06,63.6646,-119.872,125.955,1.78365e-06,68.0512,-109.123,129.812,1.77759e-06,55.1083,-110.198,131.831,1.78428e-06,69.03,-107.187,132.097,1.76586e-06,63.5413,-121.092,132.618,1.78321e-06,74.7449,-112.648,132.842,1.76568e-06,64.4823,-117.6,138.472,1.779e-06,56.9969,-107.187,138.875,1.77457e-06,52.3892,-113.016,139.714,1.78491e-06,71.8398,-110.198,140.522,1.77762e-06,55.2286,-110.075,140.662,1.77341e-06,64.5862,-117.313,141.947,1.77726e-06,64.0663,-117.349,141.98,1.77608e-06,64.367,-117.4,142.364,1.78482e-06,71.6586,-110.075,142.457,1.77532e-06,50.8446,-113.287
280.863,473.291,50.0,10.0,25.0,1.0,102.444,1.75618e-06,63.5124,-116.488,102.618,1.75666e-06,63.9736,-120.55,113.715,1.75667e-06,63.9249,-121.092,116.731,1.75668e-06,64.0892,-119.872,117.43,1.77806e-06,72.0005,-109.123,123.078,1.75687e-06,65.9047,-117.6,126.637,1.76451e-06,55.1643,-112.648,133.452,1.76622e-06,54.9643,-121.092,136.197,1.77913e-06,76.329,-112.648,137.142,1.78505e-06,81.6221,-113.287,139.014,1.76475e-06,54.0145,-113.016,140.62,1.76518e-06,52.7054,-113.287,141.027,1.78298e-06,76.2276,-111.545,143.674,1.77981e-06,72.7275,-110.075,145.27,1.77916e-06,44.9367,-117.6,146.338,1.77016e-06,57.7436,-107.187,146.453,1.78185e-06,78.8626,-113.016,147.524,1.76833e-06,56.0906,-110.198,147.672,1.76839e-06,56.1948,-110.075,148.846,1.78567e-06,63.4662,-115.972,149.301,1.77995e-06,72.9293,-110.198,149.34,1.78474e-06,72.8632,-119.872,150.758,1.84701e-06,59.5499,-42.5881,151.741,1.76694e-06,54.4731,-119.872,154.272,1.77253e-06,47.5956,-113.872
280.863,473.291,55.0,10.0,25.0,1.0,102.408,1.74893e-06,64.0099,-115.99,102.623,1.74953e-06,64.4728,-121.05,109.677,1.74953e-06,64.469,-121.092,117.508,1.75529e-06,56.1953,-112.842,121.093,1.74959e-06,64.6746,-119.872,125.986,1.75038e-06,67.5156,-117.6,128.476,1.77355e-06,76.1347,-109.123,129.372,1.75531e-06,56.6216,-112.648,130.497,1.75531e-06,55.7095,-113.016,136.836,1.77549e-06,78.0168,-112.648,138.279,1.78298e-06,83.8933,-113.287,142.566,1.76767e-06,46.1436,-117.6,142.613,1.77928e-06,77.7423,-111.545,148.802,1.77833e-06,63.9507,-115.334,151.396,1.77895e-06,80.7631,-113.016,151.994,1.75938e-06,57.1833,-110.075,152.33,1.7615e-06,58.5027,-107.187,152.383,1.76133e-06,48.0331,-114.047,155.235,1.75853e-06,72.3667,-117.559,155.712,1.83449e-06,67.3312,-163.735,156.005,2.08284e-06,66.4326,-118.974,156.093,1.83875e-06,60.0378,-42.5881,157.649,1.79702e-06,75.3993,-110.849,158.089,1.77886e-06,77.384,-111.452,159.407,1.76314e-06,47.0958,-114.138
280.863,473.291,50.0,15.0,25.0,1.0,102.371,1.74149e-06,63.2634,-116.737,102.526,1.74192e-06,63.7287,-120.305,103.917,1.76249e-06,70.7758,-109.15,111.401,1.75452e-06,54.393,-111.046,111.721,1.76249e-06,70.5862,-109.123,114.235,1.74193e-06,63.8033,-119.872,115.516,1.74323e-06,62.4175,-116.722,115.669,1.74193e-06,63.6574,-121.092,121.135,1.74191e-06,65.1728,-117.6,130.453,1.75111e-06,54.1421,-112.648,133.571,1.76317e-06,75.9723,-112.648,134.557,1.74366e-06,64.3428,-117.6,136.736,1.7688e-06,81.2757,-113.287,138.158,1.76703e-06,75.9144,-111.545,140.257,1.75474e-06,55.4108,-110.198,142.357,1.75156e-06,52.7734,-113.016,143.075,1.75224e-06,51.2019,-113.287,143.166,1.7563e-06,57.2621,-107.187,145.772,1.76574e-06,78.4671,-113.016,146.736,1.83285e-06,59.2621,-42.5881,147.091,2.00064e-06,76.017,-136.99,147.297,1.75479e-06,55.5291,-110.075,147.362,1.76426e-06,72.5462,-110.198,148.14,1.79663e-06,53.0307,-115.508,148.753,1.77085e-06,63.2233,-116.293
280.863,473.291,55.0,15.0,25.0,1.0,102.334,1.73408e-06,63.7642,-116.236,102.529,1.73462e-06,64.2311,-120.81,111.51,1.73463e-06,64.2054,-121.092,117.397,1.73581e-06,63.0489,-116.226,118.995,1.73466e-06,64.3934,-119.872,124.384,1.74157e-06,55.6191,-112.648,124.661,1.73514e-06,66.8211,-117.6,126.253,1.75754e-06,75.0113,-109.123,126.535,1.73636e-06,63.4908,-121.092,131.9,1.74326e-06,54.947,-112.648,134.185,1.7364e-06,63.6793,-119.872,134.52,1.74326e-06,55.1131,-121.092,135.732,1.98835e-06,72.1871,-130.229,137.939,1.76655e-06,83.639,-113.287,138.152,1.74174e-06,54.4929,-113.016,139.99,1.73689e-06,66.1261,-117.6,140.393,1.74208e-06,53.1888,-113.287,140.932,1.9884e-06,72.1615,-130.511,141.934,1.76314e-06,77.4085,-111.545,143.077,1.76242e-06,71.7233,-121.092,143.236,1.74494e-06,54.4215,-121.092,144.604,1.75584e-06,44.934,-117.6,148.712,1.76339e-06,63.7109,-115.65,148.799,1.74553e-06,56.5272,-110.075,150.267,1.74742e-06,58.0274,-107.187
