tx_x,tx_y,rx_x,rx_y,n_path,link state,path_loss_1,delay_1,aoa_1,aod_1,path_loss_2,delay_2,aoa_2,aod_2,path_loss_3,delay_3,aoa_3,aod_3,path_loss_4,delay_4,aoa_4,aod_4,path_loss_5,delay_5,aoa_5,aod_5,path_loss_6,delay_6,aoa_6,aod_6,path_loss_7,delay_7,aoa_7,aod_7,path_loss_8,delay_8,aoa_8,aod_8,path_loss_9,delay_9,aoa_9,aod_9,path_loss_10,delay_10,aoa_10,aod_10,path_loss_11,delay_11,aoa_11,aod_11,path_loss_12,delay_12,aoa_12,aod_12,path_loss_13,delay_13,aoa_13,aod_13,path_loss_14,delay_14,aoa_14,aod_14,path_loss_15,delay_15,aoa_15,aod_15,path_loss_16,delay_16,aoa_16,aod_16,path_loss_17,delay_17,aoa_17,aod_17,path_loss_18,delay_18,aoa_18,aod_18,path_loss_19,delay_19,aoa_19,aod_19,path_loss_20,delay_20,aoa_20,aod_20,path_loss_21,delay_21,aoa_21,aod_21,path_loss_22,delay_22,aoa_22,aod_22,path_loss_23,delay_23,aoa_23,aod_23,path_loss_24,delay_24,aoa_24,aod_24,path_loss_25,delay_25,aoa_25,aod_25
280.863,473.291,50.0,20.0,25.0,1.0,102.297,1.72681e-06,63.0101,-116.99,102.432,1.72718e-06,63.4797,-120.055,108.827,1.74116e-06,54.0679,-110.721,111.476,1.72718e-06,63.5115,-119.872,117.379,1.74302e-06,53.3761,-110.732,117.491,1.72874e-06,62.291,-116.979,117.724,1.7272e-06,63.3847,-121.092,118.56,1.72703e-06,64.3981,-117.6,121.436,1.74705e-06,68.9416,-109.123,128.886,1.74125e-06,54.7067,-110.198,131.863,1.74365e-06,53.1356,-121.092,132.278,1.73785e-06,53.0668,-112.648,132.863,1.72913e-06,62.6664,-121.092,133.983,1.72896e-06,63.7029,-117.6,136.302,1.75254e-06,80.8997,-113.287,137.315,1.75108e-06,75.5236,-111.545,137.638,1.74249e-06,56.7676,-107.187,138.991,1.74311e-06,54.0265,-110.198,140.278,1.73618e-06,64.5963,-117.286,141.617,1.73881e-06,64.3876,-117.38,141.648,1.73998e-06,64.081,-117.336,142.27,1.73756e-06,64.9692,-117.448,143.252,1.73857e-06,51.4573,-113.016,143.508,1.73955e-06,49.5933,-113.287,143.745,1.74846e-06,71.9803,-110.075
280.863,473.291,55.0,20.0,25.0,1.0,102.259,1.71932e-06,63.5141,-116.486,102.435,1.7198e-06,63.9855,-120.562,113.438,1.71981e-06,63.9367,-121.092,116.685,1.71982e-06,64.1062,-119.872,117.568,1.72131e-06,62.7923,-116.474,123.069,1.72004e-06,66.085,-117.6,128.692,1.72181e-06,63.2157,-121.092,129.001,1.72805e-06,54.5625,-112.648,132.157,1.72182e-06,63.3859,-119.872,134.075,1.72999e-06,53.8915,-112.648,136.67,1.74324e-06,77.2352,-112.648,137.579,1.75018e-06,83.3627,-113.287,138.639,1.72205e-06,65.3876,-117.6,141.086,1.72842e-06,53.1994,-113.016,142.048,1.74707e-06,77.0276,-111.545,143.53,1.73035e-06,52.5403,-113.016,144.457,1.73178e-06,55.7317,-110.198,146.72,1.73348e-06,57.539,-107.187,148.11,1.73183e-06,55.8475,-110.075,148.542,1.74431e-06,43.6706,-117.6,148.619,1.74852e-06,63.4669,-115.972,149.261,1.81019e-06,59.4627,-42.5881,149.278,1.73053e-06,54.2434,-119.872,150.149,1.7464e-06,80.0773,-113.016,150.841,1.73371e-06,55.0461,-110.198
280.863,473.291,50.0,25.0,25.0,1.0,102.224,1.71226e-06,62.7522,-117.248,102.98,1.72796e-06,54.0141,-110.169,105.536,1.72796e-06,53.9774,-110.198,107.801,1.71256e-06,63.2136,-119.872,111.527,1.71849e-06,62.6938,-117.245,114.835,1.71233e-06,63.577,-117.6,117.079,1.7188e-06,63.1537,-119.872,119.913,1.7126e-06,63.1068,-121.092,124.184,1.71857e-06,63.5228,-117.6,126.355,1.71466e-06,62.0324,-119.872,129.179,1.71883e-06,63.0471,-121.092,130.344,1.72488e-06,51.935,-112.648,132.392,1.7314e-06,75.071,-112.648,132.403,1.73243e-06,68.8676,-107.187,135.835,1.73639e-06,80.4901,-113.287,136.247,1.72885e-06,56.2598,-107.187,138.321,1.71873e-06,61.4524,-117.143,139.475,1.73301e-06,71.8588,-110.198,140.014,1.72114e-06,64.349,-117.52,140.727,1.72796e-06,54.1267,-110.075,140.829,1.72229e-06,62.4309,-117.178,141.241,1.73578e-06,67.8132,-107.142,141.285,1.72245e-06,63.5978,-117.434,141.321,1.72726e-06,47.8712,-113.287,143.475,3.55252e-06,62.9109,-118.32
280.863,473.291,55.0,25.0,25.0,1.0,102.185,1.7047e-06,63.2596,-116.74,102.34,1.70512e-06,63.7352,-120.312,114.148,1.70513e-06,63.813,-119.872,115.431,1.70514e-06,63.6628,-121.092,115.605,1.70684e-06,62.2094,-116.718,115.822,1.70727e-06,62.6799,-120.334,121.076,1.70514e-06,65.3035,-117.6,128.618,1.72653e-06,69.793,-107.187,128.712,1.70728e-06,62.6103,-121.092,131.025,1.71482e-06,53.4482,-112.648,132.644,1.71832e-06,55.0116,-110.198,133.187,1.7073e-06,62.633,-119.872,134.894,1.7073e-06,64.2831,-117.6,136.112,1.7273e-06,76.8212,-112.648,137.196,1.73393e-06,83.0615,-113.287,138.181,1.71972e-06,57.0373,-107.187,140.924,1.71689e-06,52.267,-112.648,141.143,1.72035e-06,54.097,-110.198,141.261,1.73113e-06,76.6547,-111.545,141.351,1.71545e-06,51.8227,-113.016,142.37,1.72872e-06,68.7029,-107.187,142.441,1.71636e-06,49.9036,-113.287,143.298,1.72779e-06,72.807,-110.075,144.218,1.71835e-06,55.1433,-110.075,146.546,1.7961e-06,59.1676,-42.5881
280.863,473.291,60.0,25.0,25.0,1.0,102.147,1.6973e-06,63.7716,-116.228,102.344,1.69785e-06,64.2489,-120.827,111.184,1.69785e-06,64.2243,-121.092,118.976,1.69789e-06,64.4186,-119.872,124.699,1.69843e-06,67.0792,-117.6,124.941,1.70515e-06,55.023,-112.648,130.2,1.70687e-06,54.9116,-121.092,136.836,1.72373e-06,78.6873,-112.648,138.141,1.70544e-06,53.6744,-113.016,139.835,1.70595e-06,52.0651,-113.287,141.762,1.73222e-06,85.606,-113.287,142.359,1.70893e-06,54.7496,-121.092,142.873,1.72303e-06,74.0226,-110.075,142.964,1.72749e-06,78.3112,-111.545,144.734,1.72107e-06,43.6097,-117.6,146.797,1.70896e-06,56.0727,-110.198,146.998,1.78766e-06,59.6689,-42.5881,147.075,1.71081e-06,57.8286,-107.187,147.152,1.70902e-06,56.1856,-110.075,147.387,1.7075e-06,53.4989,-113.016,147.503,1.7076e-06,54.3956,-119.872,148.477,1.7263e-06,63.717,-115.643,149.202,1.708e-06,51.8669,-113.287,151.313,1.72758e-06,81.9168,-113.016,151.59,1.77919e-06,17.1762,-109.123
280.863,473.291,80.0,25.0,15.0,1.0,102.04,1.67642e-06,65.8646,-114.135,115.363,1.67646e-06,67.5733,-114.238,116.375,1.67754e-06,66.5233,-121.092,131.859,1.67787e-06,66.9025,-119.872,150.664,1.89772e-06,65.8902,-121.092,161.626,1.68217e-06,64.2422,-113.777,174.592,1.71131e-06,67.264,-115.876,175.865,1.69123e-06,62.1943,-112.41,176.042,1.71129e-06,67.2487,-115.864,178.938,1.71149e-06,67.1999,-115.841,185.407,1.68892e-06,62.2358,-113.515,193.874,1.7163e-06,111.22,-117.061,195.145,1.73009e-06,66.1973,-114.793,201.787,2.11315e-06,65.6363,-119.872,202.845,1.68892e-06,62.725,-113.494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280.863,473.291,50.0,30.0,25.0,1.0,102.149,1.69771e-06,62.4898,-117.51,102.989,1.7161e-06,70.2501,-109.709,108.905,1.69771e-06,62.7057,-117.6,111.541,1.70393e-06,62.4321,-117.507,118.373,1.70393e-06,62.6546,-117.6,119.287,1.71477e-06,53.2216,-110.198,125.696,1.71758e-06,52.3931,-121.092,129.31,1.71208e-06,50.7431,-112.648,131.714,1.71558e-06,74.5766,-112.648,134.817,1.71526e-06,55.7382,-107.187,135.658,1.71745e-06,71.4601,-110.198,138.74,1.7042e-06,61.1609,-117.403,139.336,1.71528e-06,46.0266,-113.287,139.568,1.94801e-06,71.4637,-130.229,139.8,1.71347e-06,48.5776,-113.016,140.67,1.70754e-06,62.1713,-117.444,140.832,1.70464e-06,57.499,-117.361,140.997,1.71474e-06,53.3879,-110.075,142.069,1.70432e-06,58.1367,-117.352,144.074,1.73046e-06,62.1906,-117.21,144.862,1.74374e-06,62.1152,-116.954,146.343,1.72205e-06,72.3572,-119.872,146.553,1.78632e-06,30.0736,-112.648,146.557,1.79069e-06,58.3684,-42.5881,147.037,1.7347e-06,74.3566,-111.489
280.863,473.291,55.0,30.0,25.0,1.0,102.111,1.69016e-06,63.0005,-116.999,102.246,1.69053e-06,63.4807,-120.056,102.854,1.705e-06,53.8608,-110.513,111.306,1.69053e-06,63.5135,-119.872,115.676,1.69221e-06,61.9425,-116.978,117.432,1.70503e-06,54.2648,-110.198,117.541,1.69055e-06,63.3835,-121.092,118.412,1.69038e-06,64.4728,-117.6,124.989,1.70759e-06,52.8863,-121.092,126.605,1.70184e-06,52.2722,-112.648,130.986,1.69261e-06,62.3233,-121.092,132.38,1.69245e-06,63.4498,-117.6,135.509,1.71143e-06,76.3799,-112.648,136.758,1.70609e-06,56.5216,-107.187,136.787,1.71774e-06,82.7316,-113.287,137.301,1.70407e-06,48.0726,-113.287,137.732,1.70278e-06,50.3565,-113.016,139.85,1.69896e-06,64.6006,-117.257,140.382,1.70505e-06,54.4132,-110.075,140.409,1.71527e-06,76.2601,-111.545,141.046,1.70015e-06,63.8446,-117.175,141.21,1.70154e-06,64.4085,-117.359,141.308,1.70271e-06,64.0961,-117.322,141.825,1.70031e-06,64.9784,-117.411,142.966,1.71222e-06,72.4331,-110.075
280.863,473.291,60.0,30.0,25.0,1.0,102.072,1.6827e-06,63.5159,-116.484,102.249,1.68318e-06,63.9979,-120.574,102.759,1.6953e-06,54.3238,-110.977,113.153,1.68319e-06,63.9491,-121.092,116.637,1.68321e-06,64.1241,-119.872,122.257,1.6919e-06,53.8671,-112.648,122.991,1.68484e-06,63.4951,-116.484,123.075,1.68346e-06,66.2935,-117.6,127.477,1.70876e-06,72.4585,-121.092,131.771,1.69549e-06,55.3361,-110.198,132.83,1.69243e-06,52.2318,-113.016,134.06,1.68533e-06,63.9356,-121.092,136.337,1.70774e-06,78.3048,-112.648,137.107,1.69326e-06,50.2588,-113.287,137.545,1.68535e-06,64.1135,-119.872,138.767,1.69705e-06,57.3194,-107.187,139.713,1.69554e-06,55.4655,-110.075,141.397,1.71595e-06,85.3958,-113.287,141.549,1.93632e-06,72.1666,-130.655,142.272,1.71152e-06,77.9626,-111.545,143.568,1.70736e-06,73.6747,-110.075,143.971,1.68561e-06,66.3187,-117.6,146.412,1.77359e-06,59.3714,-42.5881,148.111,1.70998e-06,42.2702,-117.6,148.375,1.71153e-06,63.4677,-115.972
280.863,473.291,65.0,30.0,25.0,1.0,102.034,1.67539e-06,64.036,-115.964,103.822,1.69999e-06,71.8465,-108.079,107.588,1.676e-06,64.5203,-121.092,112.944,1.68236e-06,55.5296,-112.648,117.209,1.6778e-06,64.1025,-115.965,121.177,1.67607e-06,64.741,-119.872,121.698,1.68406e-06,55.0655,-121.092,126.126,1.67706e-06,68.1665,-117.6,126.61,1.68256e-06,54.2073,-113.016,129.982,1.68474e-06,55.4559,-112.648,132.551,1.68297e-06,52.593,-113.287,135.994,1.70464e-06,80.2936,-112.648,136.856,1.72337e-06,77.6761,-111.132,138.415,1.67846e-06,64.7061,-119.872,138.981,1.68631e-06,56.5451,-110.075,139.819,1.68475e-06,54.5529,-119.872,140.904,1.93135e-06,72.6512,-130.973,140.964,1.68823e-06,58.1317,-107.187,141.237,1.67946e-06,68.2215,-117.6,141.642,1.68494e-06,54.1291,-113.016,141.829,1.68624e-06,56.4358,-110.198,142.377,1.71496e-06,88.1643,-113.287,142.607,1.68535e-06,52.5095,-113.287,143.139,1.69791e-06,43.5426,-117.6,144.661,1.70829e-06,79.682,-111.545
280.863,473.291,70.0,30.0,25.0,1.0,101.998,1.66835e-06,64.5607,-115.439,107.408,1.67328e-06,56.3508,-112.997,110.512,1.66909e-06,65.0969,-121.092,114.535,1.67328e-06,56.2861,-113.016,115.84,1.69503e-06,72.1599,-107.187,117.25,1.67065e-06,64.6265,-115.441,119.348,1.67064e-06,64.5247,-115.439,120.834,1.69727e-06,72.3954,-107.536,123.525,1.67336e-06,57.261,-112.648,124.391,1.67337e-06,55.0822,-113.287,124.605,1.67139e-06,65.1462,-121.092,124.924,1.66922e-06,65.3642,-119.872,125.17,1.67557e-06,56.3625,-113.016,127.026,1.67556e-06,56.2162,-113.016,128.433,1.67128e-06,70.0898,-117.6,135.539,1.67565e-06,55.0084,-113.287,137.063,1.7022e-06,82.1944,-112.648,137.307,1.67564e-06,57.1944,-112.648,140.413,1.68623e-06,44.9242,-117.6,140.633,1.67747e-06,57.6522,-110.075,142.262,1.67151e-06,65.3322,-119.872,142.48,1.67357e-06,70.1099,-117.6,142.89,1.67632e-06,51.415,-113.673,143.546,1.67974e-06,58.9585,-107.187,143.598,1.67357e-06,70.1412,-117.6
280.863,473.291,60.0,35.0,25.0,1.0,101.997,1.6681e-06,63.2556,-116.744,102.152,1.66853e-06,63.742,-120.319,114.058,1.66854e-06,63.8231,-119.872,115.187,1.66854e-06,63.6685,-121.092,117.223,1.67025e-06,63.324,-116.746,117.367,1.67067e-06,63.8095,-120.317,121.03,1.66856e-06,65.4555,-117.6,122.005,1.68213e-06,54.5711,-110.198,125.538,1.67882e-06,52.6436,-112.648,131.034,1.68089e-06,48.3043,-113.287,135.323,1.67967e-06,50.689,-113.016,135.802,1.69176e-06,77.8959,-112.648,136.218,1.6707e-06,65.5164,-117.6,137.302,1.68335e-06,56.7956,-107.187,140.019,1.68215e-06,54.7181,-110.075,140.701,1.68095e-06,52.7276,-112.648,141.008,1.69966e-06,85.1646,-113.287,141.53,1.69555e-06,77.5928,-111.545,142.311,1.69169e-06,73.359,-110.075,142.973,1.92071e-06,72.0051,-130.606,143.97,1.68777e-06,48.7997,-113.392,146.039,1.74962e-06,30.3191,-112.648,146.202,1.68303e-06,48.3924,-113.287,146.35,1.75954e-06,59.0687,-42.5881,148.22,1.77193e-06,8.74561,-109.123
280.863,473.291,65.0,35.0,25.0,1.0,101.958,1.66078e-06,63.7793,-116.221,102.157,1.66134e-06,64.2675,-120.846,110.85,1.66134e-06,64.244,-121.092,118.989,1.66138e-06,64.4452,-119.872,120.16,1.66906e-06,54.3294,-112.648,124.095,1.68472e-06,70.9413,-107.187,124.758,1.662e-06,67.3798,-117.6,125.031,1.66351e-06,64.2983,-121.092,129.536,1.67023e-06,50.6692,-113.287,130.075,1.6695e-06,52.6928,-113.016,135.104,1.67275e-06,55.6821,-110.198,135.596,1.68859e-06,79.9512,-112.648,137.913,1.70708e-06,77.5606,-111.2,137.93,1.68685e-06,70.9573,-107.187,138.898,1.66416e-06,67.4146,-117.6,139.118,1.67284e-06,44.6306,-113.673,139.313,1.6728e-06,55.8087,-110.075,139.403,1.67446e-06,57.6148,-107.187,139.794,1.67154e-06,54.154,-119.872,142.066,1.69868e-06,88.0717,-113.287,142.377,1.69227e-06,79.4079,-111.545,144.263,1.67167e-06,52.8021,-113.016,145.154,1.68687e-06,42.1386,-117.6,145.393,1.73551e-06,31.25,-112.648,146.276,1.75115e-06,59.5811,-42.5881
